Id,Sales
1,4835.279027841962
857,4849.696287843809
1713,5147.660225502381
2569,5770.667162034787
3425,4357.377262543333
4281,4357.377262543333
5137,3833.148925293982
5993,3750.5291045903086
6849,3759.069947802895
7705,3764.811753735567
8561,3950.4249404962684
9417,4357.947876358224
10273,4357.947876358224
11129,4828.903928922795
11985,4802.516768885586
12841,4822.412948308187
13697,5164.737881422941
14553,6043.320683179854
15409,4424.490479004317
16265,4424.490479004317
17121,3845.8783692937436
17977,3762.084334879063
18833,3770.6514920882764
19689,3776.4109882955604
20545,3946.491326843632
21401,4417.384774807039
22257,4417.384774807039
23113,4820.7735448439835
23969,4799.6330598154855
24825,4819.517292420235
25681,5182.679276307428
26537,6056.219518734917
27393,4416.4643004170375
28249,4416.4643004170375
29105,3850.747850242691
29961,3811.3173144045586
30817,3817.2239884323303
31673,3819.7008251063767
32529,3968.6476307685534
33385,4416.4643004170375
34241,4416.4643004170375
35097,4871.480701815678
35953,4860.638872410006
36809,4901.871604845311
37665,5206.763107719201
38521,6060.615540131255
39377,4416.4643004170375
40233,4416.4643004170375
2,7979.2471633316245
858,8236.995735501878
1714,8476.110338640656
2570,9750.401773716178
3426,4215.450305416984
4282,4215.450305416984
5138,5626.5353970341
5994,5567.057440607025
6850,5574.229025580462
7706,5588.110185678475
8562,5596.984306951312
9418,4215.450305416984
10274,4215.450305416984
11130,7955.287782961275
11986,7983.273430525092
12842,8248.146419074283
13698,8484.239933022383
14554,9741.144964896674
15410,4222.868277858504
16266,4222.868277858504
17122,5651.547255830546
17978,5589.091101551245
18834,5593.566449276721
19690,5607.495764173
20546,5616.400670446272
21402,4222.868277858504
22258,4222.868277858504
23114,7955.287782961275
23970,7983.273430525092
24826,8248.146419074283
25682,8484.239933022383
26538,9735.904265259434
27394,4230.602729646614
28250,4230.602729646614
29106,5653.937775175176
29962,5602.23435434598
30818,5615.862640785985
31674,5649.575880007259
32530,5658.54761102784
33386,4237.030576230174
34242,4237.030576230174
35098,7968.142489417863
35954,8001.86177037974
36810,8281.143976904006
37666,8498.936399674632
38522,9732.277481788502
39378,4367.633729336359
40234,4367.633729336359
3,8643.58651688107
859,8617.075120176223
1715,9137.297874595806
2571,10899.048673345698
3427,3164.191742170808
4283,6207.825696422592
5139,6207.825696422592
5995,6167.155578004754
6851,6167.155578004754
7707,6167.155578004754
8563,6167.155578004754
9419,3300.236560619888
10275,6207.825696422592
11131,8706.747966751007
11987,8701.930213428232
12843,8675.239866367376
13699,9162.395168951893
14555,11149.243372606297
15411,2964.7195234166984
16267,6207.825696422592
17123,6207.825696422592
17979,6167.155578004754
18835,6167.155578004754
19691,6167.155578004754
20547,6167.155578004754
21403,2959.9173296900876
22259,6207.825696422592
23115,8877.39917952024
23971,8872.486998811873
24827,8845.273524159342
25683,9175.93042469037
26539,11160.167657306847
27395,3088.49667158074
28251,6207.825696422592
29107,6207.825696422592
29963,6167.155578004754
30819,6167.155578004754
31675,6167.155578004754
32531,6167.155578004754
33387,3112.801488355853
34243,6207.825696422592
35099,8877.39917952024
35955,8872.486998811873
36811,8845.273524159342
37667,9175.93042469037
38523,11167.891966356905
39379,3132.0817709979315
40235,6207.825696422592
4,6823.5663671040875
860,6761.542635318926
1716,7734.685007943386
2572,9292.986572407974
3428,3586.048008012015
4284,3586.048008012015
5140,5238.4817646943075
5996,5227.952655176803
6852,5138.332029719942
7708,5161.4451422022885
8564,5211.703664353403
9420,3586.048008012015
10276,3586.048008012015
11132,6495.393079052337
11988,6823.5663671040875
12844,6761.542635318926
13700,7748.402309982811
14556,9349.268993505551
15412,3586.048008012015
16268,3586.048008012015
17124,5319.2323495395185
17980,5374.264269990454
18836,5308.383972870915
19692,5381.181769162339
20548,5458.4333636104875
21404,3586.048008012015
22260,3586.048008012015
23116,6595.600390870051
23972,6997.016014302439
24828,6904.17461069769
25684,7653.323653390334
26540,9215.177089656732
27396,3586.048008012015
28252,3586.048008012015
29108,5319.2323495395185
29964,5374.264269990454
30820,5308.383972870915
31676,5381.181769162339
32532,5458.4333636104875
33388,3586.048008012015
34244,3586.048008012015
35100,6598.619962710791
35956,7000.219360665757
36812,6907.3354527746105
37668,7667.22349878423
38524,9196.495793731448
39380,3586.048008012015
40236,3586.048008012015
5,7987.048882277911
861,8007.787396001575
1717,8313.651451897927
2573,9995.532290187772
3429,3416.5438239382156
4285,6375.570190790038
5141,6392.558637147402
5997,6486.984293324426
6853,6483.570863981997
7709,6602.873758337694
8565,6741.7536827205895
9421,3538.1669954927415
10277,6375.570190790038
11133,8006.734698458263
11989,7997.304248807983
12845,8018.0693907722725
13701,8313.651451897927
14557,10574.961750827768
15413,3855.1226178290526
16269,6375.570190790038
17125,6392.558637147402
17981,6495.39697726098
18837,6486.666388651169
19693,6610.4085080845125
20549,6749.446912776647
21405,3850.825150543616
22261,6375.570190790038
23117,8006.734698458263
23973,7997.304248807983
24829,8018.0693907722725
25685,8313.651451897927
26541,10574.961750827768
27397,3960.701749632482
28253,6375.570190790038
29109,6392.558637147402
29965,6495.39697726098
30821,6486.666388651169
31677,6671.312989381628
32533,6807.962421214174
33389,4002.516486861815
34245,6375.570190790038
35101,7978.643821691055
35957,7969.246457887747
36813,7989.9387473015495
37669,8325.378246758855
38525,10574.961750827768
39381,4031.989258090167
40237,6375.570190790038
6,5911.139679721418
862,5898.073755357077
1718,6593.597028029213
2574,7387.637943497133
3430,4579.806801546021
4286,4579.806801546021
5142,5516.324938202674
5998,5383.626962420672
6854,5388.245417089118
7710,5394.630581792507
8566,5417.706962955732
9422,4572.701714826893
10278,4572.701714826893
11134,5914.1056272530295
11990,5911.067360993636
12846,5892.592766267245
13702,6587.773051915085
14558,7296.423764446755
15414,4474.552329756701
16270,4474.552329756701
17126,5626.836694251836
17982,5494.985666017143
18838,5494.985666017143
19694,5501.49731977534
20550,5511.607847598071
21406,4474.552329756701
22262,4474.552329756701
23118,5880.248180704826
23974,5885.465545066935
24830,5893.68589795245
25686,6572.838990382128
26542,7309.729604402123
27398,4483.728415032839
28254,4483.728415032839
29110,5626.836694251836
29966,5499.400863898231
30822,5499.400863898231
31678,5505.917749742847
32534,5516.036401332179
33390,4507.1886950825065
34246,4507.1886950825065
35102,5898.757531756402
35958,5910.283060666579
36814,5918.538076695462
37670,6648.9752712182735
38526,7327.511909787311
39382,4571.320318024928
40238,4571.320318024928
7,7689.631279909349
863,8587.611096908604
1719,8499.380036005103
2575,9237.73196587537
3431,5785.39556667332
4287,5785.39556667332
5143,6829.850294259042
5999,6565.798778698237
6855,6667.004311077663
7711,6586.972883727717
8567,6756.282354959031
9423,5793.592373610368
10279,5793.592373610368
11135,7642.235137674605
11991,7734.62619412528
12847,8692.796007250445
13703,8610.951215527004
14559,9500.429869087702
15415,5766.285840235677
16271,5766.285840235677
17127,6827.461872623235
17983,6574.421898053804
18839,6664.747973395092
19695,6616.631799404783
20551,6782.875977197828
21407,5619.722680920564
22263,5619.722680920564
23119,7768.505143362363
23975,7916.962269863344
24831,8120.8887953829035
25687,7968.279325412757
26543,9502.461082116895
27399,5488.65510582051
28255,5488.65510582051
29111,6702.424097492213
29967,6517.782298514157
30823,6645.5864161526015
31679,6593.350918790725
32535,6829.0507256886585
33391,5452.558506505073
34247,5452.558506505073
35103,7776.341260914843
35959,7924.9481366240925
36815,8107.487809324318
37671,7958.991653042924
38527,9806.095741730693
39383,5461.33180156003
40239,5461.33180156003
8,8324.605650483489
864,8688.61257449918
1720,9538.338694858163
2576,11032.056738998544
3432,4701.732970046901
4288,6030.47001790794
5144,6034.714878332711
6000,6142.118168024593
6856,6153.768723813234
7712,6146.244012466094
8568,6228.126677081454
9424,4834.826283937191
10280,6023.408706245447
11136,8319.815509474138
11992,8368.89260699613
12848,8764.780391543502
13704,9617.880149085795
14560,11095.464136246583
15416,5355.765169847165
16272,6048.814032137145
17128,6060.075986537223
17984,6130.993438969685
18840,6142.622893035271
19696,6135.111810598007
20552,6232.064450335499
21408,5461.7434274539955
22264,6031.050315388061
23120,8359.004298897657
23976,8424.796907717066
24832,8745.983872635277
25688,9372.560472453031
26544,11075.315085368095
27400,5724.08609109294
28256,6023.416243312987
29112,6034.63091096592
29968,6130.585202059966
30824,6142.213881769416
31680,6134.703299463348
32536,6231.649483534816
33392,6015.82661840088
34248,6023.416243312987
35104,8355.391751855757
35960,8421.155926798849
36816,8728.800812264331
37672,9349.231153751934
38528,11092.46920931963
39384,6055.084156609729
40240,6036.125782400793
9,6313.940433246306
865,6520.558828523584
1721,6449.397902985714
2577,7620.69716860749
3433,4387.262911985934
4289,4387.262911985934
5145,4086.1395287324285
6001,3720.255842235622
6857,3697.4592012657117
7713,3724.661126032942
8569,3748.8484519969593
9425,4380.252560363797
10281,4380.252560363797
11137,6427.004337293087
11993,6216.033786403917
12849,6490.034813380293
13705,6482.325187602781
14561,7639.408423810714
15417,4385.657086447123
16273,4385.657086447123
17129,4086.1395287324285
17985,3797.4196445473317
18841,3783.665044242839
19697,3795.8647898895974
20553,3795.162858032474
21409,4385.657086447123
22265,4385.657086447123
23121,6469.457922348191
23977,6278.662993182424
24833,6562.921841676452
25689,6512.498906475982
26545,7624.6040865080695
27401,4393.025839795848
28257,4393.025839795848
29113,4086.1395287324285
29969,3814.3919189837893
30825,3800.5758435532944
31681,3812.830115022994
32537,3806.5550891781413
33393,4429.208847754572
34249,4429.208847754572
35105,6430.34184908199
35961,6240.7005170982
36817,6536.163598106147
37673,6512.498906475982
38529,7606.049166918002
39385,4423.6919780490225
40241,4423.6919780490225
10,5879.916948305714
866,5929.600585833814
1722,6260.987316333193
2578,7699.957833202094
3434,3524.1417469199796
4290,3524.1417469199796
5146,4786.031955170227
6002,4683.725734542614
6858,4685.480599747003
7714,4684.038803033423
8570,4864.0842199420695
9426,3524.1417469199796
10282,3524.1417469199796
11138,5879.916948305714
11994,5879.916948305714
12850,5929.600585833814
13706,6260.987316333193
14562,7685.983184838116
15418,3524.1417469199796
16274,3524.1417469199796
17130,4781.826597063662
17986,4679.6102701723
18842,4681.363593423631
19698,4679.9230635782105
20554,4862.186208207321
21410,3520.945321546027
22266,3520.945321546027
23122,5879.916948305714
23978,5879.916948305714
24834,5929.600585833814
25690,6260.987316333193
26546,7685.605861301058
27402,3520.945321546027
28258,3520.945321546027
29114,4779.436254263139
29970,4677.2710233402495
30826,4679.023470139135
31682,4677.583660386774
32538,4848.985494225906
33394,3520.945321546027
34250,3520.945321546027
35106,5884.94057101186
35962,5884.94057101186
36818,5934.666656732988
37674,6260.987316333193
38530,7645.702092830911
39386,3520.945321546027
40242,3520.945321546027
11,7617.466792732045
867,7613.263501880159
1723,7844.093583130094
2579,9422.704100534569
3435,3856.433957202443
4291,5920.927596543412
5147,6036.837018108305
6003,5834.392503439877
6859,5834.392503439877
7715,5837.359459169845
8571,5835.931495350146
9427,3944.238454405852
10283,5923.98998805148
11139,7729.7541563635605
11995,7627.247616055095
12851,7623.038928179997
13707,7844.093583130094
14563,9571.254577917607
15419,4190.02925133862
16275,5923.98998805148
17131,6027.511232963272
17987,5850.436237543095
18843,5850.436237543095
19699,5850.436237543095
20555,5843.836963095952
21411,4190.02925133862
22267,5923.98998805148
23123,7940.71584468961
23979,7877.473910665891
24835,7877.513089157245
25691,7989.919599183529
26547,9571.254577917607
27403,4321.982123509133
28259,5936.332697263909
29115,6027.511232963272
29971,5853.537263664306
30827,5853.537263664306
31683,5853.537263664306
32539,5846.934491269054
33395,4352.4896207834045
34251,5936.332697263909
35107,7960.192512819812
35963,7892.121016610075
36819,7885.874593792201
37675,7989.919599183529
38531,9561.959440350542
39387,4381.445639109681
40243,5948.9375798139545
12,7888.602095627187
868,7902.532308986718
1724,8080.707575091018
2580,9542.13382561356
3436,4142.357183106275
4292,6019.824810617322
5148,6034.481147960358
6004,6034.481147960358
6860,6034.481147960358
7716,6034.481147960358
8572,6034.481147960358
9428,4316.666661057271
10284,6019.824810617322
11140,7941.6155780680265
11996,7941.6155780680265
12852,7955.639406127904
13708,8080.707575091018
14564,9674.842294860817
15420,5018.067386713117
16276,6019.824810617322
17132,6034.481147960358
17988,6034.481147960358
18844,6034.481147960358
19700,6034.481147960358
20556,6034.481147960358
21412,5176.565528233013
22268,6019.824810617322
23124,7941.6155780680265
23980,7941.6155780680265
24836,7955.639406127904
25692,8080.707575091018
26548,9674.842294860817
27404,5512.354441091625
28260,6019.824810617322
29116,6034.481147960358
29972,6034.481147960358
30828,6034.481147960358
31684,6034.481147960358
32540,6034.481147960358
33396,5944.180605268149
34252,6019.824810617322
35108,7941.6155780680265
35964,7941.6155780680265
36820,7955.639406127904
37676,8080.707575091018
38532,9684.030143099591
39388,6001.89999191995
40244,6019.824810617322
13,7748.684337666003
869,7729.220806179053
1725,8207.007923407711
2581,9309.086715808979
3437,4126.687189735049
4293,4308.966223695723
5149,6154.8263893452695
6005,5786.378966085475
6861,5833.916893372949
7717,5875.495587010819
8573,5968.68163346602
9429,4252.315155222318
10285,4308.966223695723
11141,7751.701434931369
11997,7753.694992237588
12853,7729.220806179053
13709,8214.524082869926
14565,9492.027801069466
15421,4779.891155448365
16277,4279.072630695487
17133,6291.102656761571
17989,5817.746275886003
18845,5858.157089692148
19701,5904.29028060578
20557,5997.933014265545
21413,4896.90784796862
22269,4278.223434325282
23125,7752.816435131434
23981,7754.8102791897845
24837,7739.737855665441
25693,8202.209886338296
26549,9686.510840627938
27405,5142.91442916635
28261,4284.890616183295
29117,6284.979140064398
29973,5817.746275886003
30829,5858.157089692148
31685,5757.096503056184
32541,5949.062392373064
33397,5487.038204313581
34253,4284.890616183295
35109,7710.344280049229
35965,7715.95064131769
36821,7689.144343539448
